shot_id_number,is_goal,remaining_min,power_of_shot,knockout_match,distance_of_shot,game_season,area_of_shot,shot_basics,range_of_shot,home/away,type_of_shot
4358.0,1.0,3.22,3.0,0,44.0,2002-03,Right Side Center(RC),Penalty Spot,Less Than 8 ft.,0,Shot - 3
4359.0,1.0,1.32,3.0,0,32.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,Shot - 3
4360.0,0.0,5.47,3.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,0,Shot - 3
4361.0,,6.47,4.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,0,shot - 1
4362.0,1.0,5.0,3.0,0,33.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 32
4363.0,1.0,4.18,4.0,0,39.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,shot - 17
4364.0,0.0,3.23,3.0,0,41.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,0,shot - 48
4365.0,1.0,5.97,4.0,0,41.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 29
4366.0,,1.43,4.0,0,38.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,shot - 40
4367.0,0.0,0.85,4.0,0,40.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,shot - 26
4368.0,1.0,11.73,1.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,Shot - 3
4369.0,1.0,10.38,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 32
4370.0,0.0,9.73,1.0,0,37.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 55
4371.0,,9.02,1.0,0,32.0,2002-03,Center(C),Goal Line,8-16 ft.,1,shot - 18
4372.0,,6.72,1.0,0,38.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4373.0,1.0,5.32,1.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 15
4374.0,1.0,2.58,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 32
4375.0,1.0,2.18,1.0,0,36.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4376.0,,1.6,1.0,0,35.0,2002-03,Left Side Center(LC),Mid Range,Less Than 8 ft.,1,shot - 37
4377.0,0.0,5.02,1.0,0,37.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 19
4378.0,0.0,0.57,1.0,0,36.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 11
4379.0,0.0,0.0,1.0,0,84.0,2002-03,Mid Ground(MG),Mid Ground Line,Less Than 8 ft.,1,shot - 36
4380.0,1.0,11.47,2.0,0,38.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 53
4381.0,,9.22,2.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 44
4382.0,0.0,4.8,2.0,0,44.0,2002-03,Center(C),Penalty Spot,Less Than 8 ft.,1,Shot - 3
4383.0,1.0,3.93,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4384.0,,3.47,2.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 56
4385.0,1.0,2.13,2.0,0,40.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 4
4386.0,1.0,1.73,2.0,0,42.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4387.0,,1.05,2.0,0,36.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4388.0,0.0,9.35,3.0,0,38.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 52
4389.0,,6.52,3.0,0,45.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 16
4390.0,,0.55,3.0,0,35.0,2002-03,Center(C),Mid Range,8-16 ft.,1,shot - 6
4391.0,1.0,11.78,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4392.0,0.0,10.82,4.0,0,34.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 15
4393.0,0.0,9.73,3.0,0,37.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 48
4394.0,0.0,8.38,4.0,0,35.0,2002-03,Right Side(R),Goal Line,8-16 ft.,1,Shot - 3
4395.0,0.0,4.27,4.0,0,44.0,2002-03,Right Side(R),Right Corner,24+ ft.,1,Shot - 3
4396.0,1.0,3.72,4.0,0,45.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
4397.0,0.0,2.47,4.0,0,44.0,2002-03,Right Side Center(RC),Mid Range,24+ ft.,1,Shot - 3
4398.0,0.0,1.7,4.0,0,35.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 2
4399.0,1.0,0.15,4.0,0,36.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
4400.0,0.0,11.15,1.0,0,35.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 6
4401.0,1.0,9.68,1.0,0,31.0,2002-03,Right Side(R),Goal Line,8-16 ft.,1,Shot - 3
4402.0,0.0,8.4,1.0,0,38.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4403.0,0.0,8.32,1.0,0,45.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 19
4404.0,1.0,7.27,1.0,0,20.0,2002-03,Center(C),Mid Range,Less Than 8 ft.,1,shot - 4
4405.0,,0.97,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
4406.0,,0.47,1.0,0,47.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,1,Shot - 3
4407.0,,10.78,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 18
4408.0,0.0,10.47,2.0,0,40.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,shot - 36
4409.0,,8.82,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 12
4410.0,,7.92,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4411.0,0.0,6.13,2.0,0,33.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 15
4412.0,1.0,1.0,2.0,0,30.0,2002-03,Center(C),Goal Line,8-16 ft.,1,Shot - 3
4413.0,,0.53,2.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 36
4414.0,1.0,0.0,2.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 31
4415.0,0.0,11.5,3.0,0,36.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4416.0,0.0,10.65,3.0,0,40.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 36
4417.0,1.0,9.02,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4418.0,0.0,8.43,3.0,0,32.0,2002-03,Center(C),Mid Range,8-16 ft.,1,shot - 13
4419.0,0.0,5.28,3.0,0,45.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 24
4420.0,1.0,4.65,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 12
4421.0,0.0,4.15,3.0,0,35.0,2002-03,Center(C),Mid Range,8-16 ft.,1,shot - 14
4422.0,1.0,2.47,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 12
4423.0,0.0,1.45,3.0,0,46.0,2002-03,Center(C),Mid Range,Less Than 8 ft.,1,shot - 5
4424.0,,0.85,3.0,0,36.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 28
4425.0,0.0,0.02,3.0,0,46.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,shot - 14
4426.0,0.0,11.47,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
4427.0,1.0,10.37,4.0,0,32.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 15
4428.0,,3.72,4.0,0,32.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4429.0,0.0,3.2,4.0,0,27.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,shot - 37
4430.0,0.0,2.13,4.0,0,31.0,2002-03,Center(C),Goal Line,8-16 ft.,1,shot - 15
4431.0,0.0,1.47,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
4432.0,0.0,1.35,4.0,0,38.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4433.0,0.0,0.78,4.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 1
4434.0,,11.33,1.0,0,37.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4435.0,0.0,10.2,1.0,0,35.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
4436.0,0.0,9.75,1.0,0,30.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4437.0,0.0,9.7,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
4438.0,0.0,7.88,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 49
4439.0,0.0,8.48,2.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 30
4440.0,1.0,7.75,2.0,0,35.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 35
4441.0,0.0,6.6,2.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,shot - 36
4442.0,1.0,6.15,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 32
4443.0,0.0,4.47,2.0,0,31.0,2002-03,Center(C),Goal Line,8-16 ft.,1,shot - 54
4444.0,1.0,3.17,2.0,0,36.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
4445.0,0.0,2.0,2.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,Shot - 3
4446.0,1.0,10.72,3.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4447.0,1.0,10.28,3.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,Less Than 8 ft.,1,shot - 4
4448.0,0.0,7.6,3.0,0,38.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4449.0,0.0,5.07,3.0,0,35.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
4450.0,1.0,2.78,3.0,0,37.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 4
4451.0,0.0,1.1,3.0,0,39.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 36
4452.0,,0.0,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 49
4453.0,0.0,9.45,4.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
4454.0,0.0,8.68,4.0,0,27.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,shot - 23
4455.0,0.0,5.5,4.0,0,43.0,2002-03,Left Side(L),Left Corner,24+ ft.,1,shot - 1
4456.0,1.0,5.13,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 39
4457.0,1.0,4.47,4.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 25
4458.0,,4.05,4.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4459.0,1.0,5.1,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 1
4460.0,,11.15,1.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,shot - 36
4461.0,,8.9,1.0,0,33.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4462.0,1.0,3.83,1.0,0,37.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
4463.0,1.0,2.85,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 12
4464.0,0.0,2.22,1.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4465.0,0.0,11.48,2.0,0,37.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4466.0,0.0,5.55,2.0,0,33.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 46
4467.0,0.0,9.75,2.0,0,36.0,2002-03,Center(C),Mid Range,16-24 ft.,1,Shot - 3
4468.0,0.0,4.05,2.0,0,47.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,shot - 54
4469.0,0.0,0.13,2.0,0,34.0,2002-03,Right Side(R),Mid Range,Less Than 8 ft.,1,shot - 9
4470.0,,9.68,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
4471.0,0.0,7.77,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 56
4472.0,1.0,7.1,3.0,0,33.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 44
4473.0,0.0,5.87,3.0,0,39.0,2002-03,Center(C),Mid Range,16-24 ft.,1,Shot - 3
4474.0,1.0,5.65,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 1
4475.0,1.0,11.78,4.0,0,35.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
4476.0,0.0,10.3,4.0,0,40.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 55
4477.0,0.0,8.78,4.0,0,32.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
4478.0,1.0,8.7,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 12
4479.0,0.0,7.33,4.0,0,31.0,2002-03,Center(C),Goal Line,8-16 ft.,1,shot - 41
4480.0,,5.38,4.0,0,38.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4481.0,1.0,1.47,4.0,0,36.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 15
4482.0,1.0,11.0,1.0,0,42.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,0,Shot - 3
4483.0,0.0,9.68,1.0,0,40.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,0,shot - 51
4484.0,1.0,6.23,1.0,0,26.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,0,shot - 8
4485.0,1.0,4.17,1.0,0,38.0,2002-03,Center(C),Mid Range,16-24 ft.,0,Shot - 3
4486.0,1.0,1.65,1.0,0,46.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 32
4487.0,0.0,10.68,2.0,0,46.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,Shot - 3
4488.0,0.0,9.03,2.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
4489.0,1.0,11.48,2.0,0,35.0,2002-03,Left Side Center(LC),Penalty Spot,Less Than 8 ft.,0,Shot - 3
4490.0,0.0,4.33,2.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,0,shot - 51
4491.0,0.0,3.87,2.0,0,38.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
4492.0,1.0,1.78,2.0,0,29.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 31
4493.0,0.0,1.45,2.0,0,37.0,2002-03,Center(C),Mid Range,16-24 ft.,0,shot - 29
4494.0,0.0,11.58,3.0,0,35.0,2002-03,Center(C),Mid Range,8-16 ft.,0,Shot - 3
4495.0,1.0,10.72,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 4
4496.0,,5.97,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,shot - 32
4497.0,0.0,9.6,3.0,0,37.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,shot - 7
4498.0,0.0,8.53,3.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,0,Shot - 3
4499.0,0.0,7.38,3.0,0,33.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 27
4500.0,0.0,3.38,3.0,0,36.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
4501.0,0.0,2.47,3.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 46
4502.0,0.0,1.05,3.0,0,39.0,2002-03,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
4503.0,,9.98,3.0,0,27.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,0,shot - 31
4504.0,1.0,7.22,4.0,0,35.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 17
4505.0,1.0,6.7,4.0,0,44.0,2002-03,Center(C),Penalty Spot,24+ ft.,0,Shot - 3
4506.0,0.0,6.23,4.0,0,48.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 34
4507.0,,5.68,4.0,0,45.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 15
4508.0,0.0,1.93,4.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
4509.0,0.0,6.67,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
4510.0,1.0,5.57,1.0,0,25.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
4511.0,0.0,4.52,1.0,0,35.0,2002-03,Center(C),Mid Range,Less Than 8 ft.,1,shot - 16
4512.0,,3.28,1.0,0,39.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 33
4513.0,1.0,2.55,1.0,0,40.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 39
4514.0,0.0,1.85,1.0,0,41.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,Shot - 3
4515.0,0.0,0.47,1.0,0,37.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 44
4516.0,0.0,10.53,2.0,0,32.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 0
4517.0,0.0,5.0,2.0,0,35.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,shot - 7
4518.0,,3.6,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,Shot - 4
4519.0,,2.72,2.0,0,44.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
4520.0,0.0,0.43,2.0,0,25.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,shot - 50
4521.0,1.0,10.08,3.0,0,39.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4522.0,,9.47,3.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4523.0,1.0,5.23,3.0,0,28.0,2002-03,Center(C),Goal Line,8-16 ft.,1,Shot - 3
4524.0,1.0,3.95,3.0,0,27.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
4525.0,,3.32,3.0,0,35.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,Shot - 3
4526.0,0.0,2.47,3.0,0,35.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 28
4527.0,0.0,5.0,3.0,0,48.0,2002-03,Right Side Center(RC),Mid Range,24+ ft.,1,shot - 17
4528.0,1.0,9.2,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4529.0,1.0,6.27,4.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 24
4530.0,1.0,5.15,4.0,0,35.0,2002-03,Center(C),Mid Range,16-24 ft.,1,Shot - 3
4531.0,0.0,3.62,4.0,0,41.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 46
4532.0,0.0,5.47,4.0,0,26.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,shot - 25
4533.0,0.0,2.5,4.0,0,45.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 36
4534.0,0.0,2.47,4.0,0,31.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,shot - 52
4535.0,1.0,9.18,1.0,0,38.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4536.0,0.0,8.47,1.0,0,39.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4537.0,,5.93,1.0,0,32.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
4538.0,0.0,3.33,1.0,0,35.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 36
4539.0,1.0,1.97,1.0,0,35.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,1,shot - 29
4540.0,1.0,11.65,2.0,0,31.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4541.0,0.0,9.6,2.0,0,36.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4542.0,0.0,9.55,2.0,0,26.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
4543.0,1.0,4.83,2.0,0,37.0,2002-03,Center(C),Mid Range,16-24 ft.,1,shot - 38
4544.0,0.0,4.27,2.0,0,36.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4545.0,0.0,2.35,2.0,0,40.0,2002-03,Left Side(L),Mid Range,16-24 ft.,1,shot - 8
4546.0,,0.95,2.0,0,27.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,shot - 45
4547.0,,0.05,2.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 32
4548.0,0.0,8.98,3.0,0,35.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
4549.0,1.0,7.43,3.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 26
4550.0,1.0,0.08,3.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 51
4551.0,1.0,11.02,4.0,0,39.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4552.0,1.0,10.5,4.0,0,30.0,2002-03,Left Side(L),Goal Line,8-16 ft.,1,shot - 52
4553.0,,9.88,4.0,0,41.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,shot - 29
4554.0,0.0,8.98,4.0,0,45.0,2002-03,Center(C),Penalty Spot,24+ ft.,1,Shot - 3
4555.0,0.0,8.05,4.0,0,39.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,shot - 18
4556.0,,6.2,4.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 55
4557.0,1.0,5.68,4.0,0,35.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4558.0,,3.12,4.0,0,31.0,2002-03,Right Side(R),Goal Line,8-16 ft.,1,shot - 44
4559.0,1.0,9.35,1.0,0,40.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4560.0,0.0,6.1,1.0,0,30.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 37
4561.0,1.0,4.17,1.0,0,34.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4562.0,0.0,1.43,1.0,0,47.0,2002-03,Center(C),Mid Range,24+ ft.,1,Shot - 3
4563.0,,0.02,1.0,0,44.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,1,shot - 27
4564.0,0.0,11.38,2.0,0,36.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4565.0,0.0,9.7,2.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 52
4566.0,1.0,9.27,2.0,0,25.0,2002-03,Center(C),Goal Line,Less Than 8 ft.,1,Shot - 3
4567.0,1.0,8.63,2.0,0,41.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4568.0,,3.83,2.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,Shot - 3
4569.0,0.0,1.6,2.0,0,39.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,1,Shot - 3
4570.0,0.0,0.48,2.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,1,shot - 22
4571.0,0.0,9.12,3.0,0,37.0,2002-03,Right Side(R),Mid Range,16-24 ft.,1,shot - 4
4572.0,1.0,7.23,3.0,0,41.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4573.0,1.0,3.77,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4574.0,,1.47,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,1,shot - 4
4575.0,0.0,0.72,3.0,0,34.0,2002-03,Center(C),Mid Range,8-16 ft.,1,shot - 3
4576.0,0.0,0.0,3.0,0,38.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4577.0,0.0,11.15,4.0,0,37.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,1,Shot - 3
4578.0,,8.27,3.0,0,30.0,2002-03,Left Side(L),Mid Range,8-16 ft.,1,Shot - 3
4579.0,0.0,11.45,1.0,0,37.0,2002-03,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
4580.0,1.0,7.58,1.0,0,30.0,2002-03,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
4581.0,0.0,7.2,1.0,0,35.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
4582.0,1.0,6.47,1.0,0,38.0,2002-03,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
4583.0,1.0,6.42,1.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,Shot - 1
4584.0,0.0,6.08,1.0,0,37.0,2002-03,Right Side(R),Mid Range,16-24 ft.,0,Shot - 3
4585.0,1.0,11.7,2.0,0,40.0,2002-03,Left Side Center(LC),Mid Range,16-24 ft.,0,shot - 6
4586.0,1.0,9.75,2.0,0,41.0,2002-03,Right Side Center(RC),Mid Range,16-24 ft.,0,Shot - 3
4587.0,,9.08,2.0,0,40.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,Shot - 3
4588.0,1.0,4.35,2.0,0,44.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 7
4589.0,0.0,3.93,2.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 12
4590.0,0.0,2.78,2.0,0,46.0,2002-03,Right Side Center(RC),Penalty Spot,24+ ft.,0,shot - 52
4591.0,1.0,1.9,2.0,0,28.0,2002-03,Left Side(L),Mid Range,8-16 ft.,0,Shot - 3
4592.0,,10.75,3.0,0,35.0,2002-03,Right Side(R),Mid Range,8-16 ft.,0,shot - 15
4593.0,0.0,7.4,3.0,0,36.0,2002-03,Right Side(R),Mid Range,16-24 ft.,0,shot - 56
4594.0,,5.52,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
4595.0,0.0,3.58,3.0,0,20.0,2002-03,Center(C),Goal Area,Less Than 8 ft.,0,shot - 39
4596.0,1.0,2.25,3.0,0,42.0,2002-03,Left Side(L),Mid Range,16-24 ft.,0,Shot - 3
4597.0,0.0,0.47,3.0,0,45.0,2002-03,Left Side Center(LC),Penalty Spot,24+ ft.,0,Shot - 3
